date,product_id,category,price,discount_pct,competitor_price,units_sold,revenue,cost,inventory_level,season,day_of_week
2023-01-21,P003,Clothing,451.2882669916769,5,438.4863667569231,0,0.0,278.46004154313385,203,Winter,Saturday
2023-01-21,P004,Clothing,290.4842787156057,10,291.65571473098544,64,18590.993837798764,211.4223664975855,103,Winter,Saturday
2023-01-21,P005,Groceries,135.36328934625863,10,132.75031400470607,118,15972.868142858519,83.93908492959052,352,Winter,Saturday
2023-01-22,P001,Electronics,413.8673055777238,5,439.116908503142,0,0.0,304.3880876242589,241,Winter,Sunday
2023-01-22,P002,Electronics,240.23502352263878,5,246.80037388647165,82,19699.27192885638,164.13393522891357,484,Winter,Sunday
2023-01-22,P003,Clothing,239.30218680932015,0,252.87794405812164,66,15793.94432941513,157.81534533153192,296,Winter,Sunday
2023-01-22,P004,Clothing,379.05674859738536,20,352.300912834819,34,12887.929452311102,280.11844303107455,379,Winter,Sunday
2023-01-22,P005,Groceries,126.49439114074634,20,138.63867680843853,114,14420.360590045084,85.24364856412924,254,Winter,Sunday
2023-01-23,P001,Electronics,331.85997378869536,10,303.7091768253587,38,12610.679003970423,205.53148744349156,232,Winter,Monday
2023-01-23,P002,Electronics,260.1201955641126,15,243.57031263232588,72,18728.654080616107,169.5593735392154,244,Winter,Monday
2023-01-23,P003,Clothing,306.09442194568436,5,312.33479314046735,30,9182.832658370531,193.9344957321621,326,Winter,Monday
2023-01-23,P004,Clothing,211.43613561278346,20,191.63745384102887,83,17549.199255861025,144.26441804722828,182,Winter,Monday
2023-01-23,P005,Groceries,182.533487362317,5,168.98031745287463,68,12412.277140637556,118.55822471855613,460,Winter,Monday
2023-01-24,P001,Electronics,419.76415956361706,0,435.5292183537629,0,0.0,284.07478717964466,156,Winter,Tuesday
2023-01-24,P002,Electronics,124.4311839419455,5,133.59681250105896,87,10825.51300294926,76.23619306450797,404,Winter,Tuesday
2023-01-24,P003,Clothing,183.7397293346841,5,193.29255663013993,86,15801.616722782834,124.88603147679306,435,Winter,Tuesday
2023-01-24,P004,Clothing,114.67328115623916,10,119.56638056558045,118,13531.44717643622,84.20241450240728,287,Winter,Tuesday
2023-01-24,P005,Groceries,112.18886109343767,5,111.00891175870245,64,7180.087109980011,76.27637533440597,64,Winter,Tuesday
2023-01-25,P001,Electronics,394.9620824375276,15,357.0513466080361,16,6319.393319000442,256.0586081547876,280,Winter,Wednesday
2023-01-25,P002,Electronics,314.1342256062094,0,338.6698225888745,23,7225.087188942816,216.45069122215926,117,Winter,Wednesday
2023-01-25,P003,Clothing,359.5291361166304,5,329.8262977223834,25,8988.22840291576,244.68329931737023,83,Winter,Wednesday
2023-01-25,P004,Clothing,334.61417386430367,15,309.69079200213235,44,14723.023650029361,215.01182036079737,55,Winter,Wednesday
2023-01-25,P005,Groceries,343.02208891742913,10,333.1496885805135,33,11319.728934275161,256.5727315589373,278,Winter,Wednesday
2023-01-26,P001,Electronics,103.01374525362989,20,95.86168921299169,53,5459.728498442384,65.60880116842242,53,Winter,Thursday
2023-01-26,P002,Electronics,135.15504981605756,0,123.80834401281743,89,12028.799433629123,91.72658433760313,89,Winter,Thursday
2023-01-26,P003,Clothing,498.90221390735775,5,506.4853696866978,0,0.0,367.9949337040051,384,Winter,Thursday
2023-01-26,P004,Clothing,203.16113081797593,10,216.1984467623273,75,15237.084811348195,143.79106722891822,252,Winter,Thursday
2023-01-26,P005,Groceries,211.99163746411367,15,199.48741927434813,77,16323.356084736752,157.975979560535,373,Winter,Thursday
2023-01-27,P001,Electronics,303.044151473782,0,304.8527203747579,31,9394.368695687243,213.97478251896305,191,Winter,Friday
2023-01-27,P002,Electronics,332.4952885690449,10,361.223835247982,19,6317.4104828118525,215.48897587285023,308,Winter,Friday
2023-01-27,P003,Clothing,234.64171127756822,5,236.92257503085494,57,13374.57754282139,160.105025674394,435,Winter,Friday
2023-01-27,P004,Clothing,423.94977834185397,0,393.3257468934891,0,0.0,254.54225978598419,314,Winter,Friday
2023-01-27,P005,Groceries,288.63047542006336,10,279.90623060431267,52,15008.784721843294,213.4218510751962,367,Winter,Friday
2023-01-28,P001,Electronics,263.40731717436677,20,275.5697536276091,66,17384.88293350821,195.11925165372995,125,Winter,Saturday
2023-01-28,P002,Electronics,470.5797694358845,15,502.7513108265762,0,0.0,292.2139695764764,410,Winter,Saturday
2023-01-28,P003,Clothing,419.8148523678062,10,391.62561147252154,7,2938.7039665746433,303.18449630815644,428,Winter,Saturday
2023-01-28,P004,Clothing,463.1464521850064,0,498.0862706329778,0,0.0,305.1518051880275,345,Winter,Saturday
2023-01-28,P005,Groceries,385.5129819421304,10,395.0815332143631,10,3855.129819421304,262.52168018146824,112,Winter,Saturday
2023-01-29,P001,Electronics,192.88507805872692,0,188.6987817298166,105,20252.933196166327,131.11915255810183,358,Winter,Sunday
2023-01-29,P002,Electronics,349.69519836559687,10,344.9063424519244,28,9791.465554236713,227.27473136043835,228,Winter,Sunday
2023-01-29,P003,Clothing,155.7088290653549,20,155.5663127105541,133,20709.274265692202,110.74309897989173,460,Winter,Sunday
2023-01-29,P004,Clothing,160.66995189310046,0,167.32106004326013,82,13174.936055234237,115.1659385347506,338,Winter,Sunday
2023-01-29,P005,Groceries,327.9558739485266,5,327.5611126189529,39,12790.279083992536,233.89658586727384,167,Winter,Sunday
2023-01-30,P001,Electronics,144.2526947820829,15,143.0121279333516,64,9232.172466053305,99.6199994564466,64,Winter,Monday
2023-01-30,P002,Electronics,159.9669709395095,15,167.0775849693825,97,15516.796181132422,113.25749212126334,144,Winter,Monday
2023-01-30,P003,Clothing,326.2033389291895,5,310.0105437872057,39,12721.93021823839,212.637081457827,60,Winter,Monday
2023-01-30,P004,Clothing,237.00970287141735,5,258.2118011555637,48,11376.465737828032,147.65768729596897,190,Winter,Monday
2023-01-30,P005,Groceries,140.31784120635461,0,126.79429346523727,112,15715.598215111717,102.54688634893638,405,Winter,Monday
2023-01-31,P001,Electronics,416.0338548496347,20,433.27751243107014,1,416.0338548496347,259.1395238155849,141,Winter,Tuesday
2023-01-31,P002,Electronics,127.56861574688752,10,133.6011885148829,119,15180.665273879615,94.42055544917773,263,Winter,Tuesday
2023-01-31,P003,Clothing,149.12431273829353,20,163.5846348547872,112,16701.923026688874,108.23960273278402,231,Winter,Tuesday
2023-01-31,P004,Clothing,232.85856506197558,10,237.10941846056977,60,13971.513903718534,153.6518185990424,358,Winter,Tuesday
2023-01-31,P005,Groceries,421.14137943920457,20,429.8776652292801,2,842.2827588784091,259.9032309190596,293,Winter,Tuesday
2023-02-01,P001,Electronics,467.9422465651042,5,464.73217420129566,0,0.0,314.515938302849,396,Winter,Wednesday
2023-02-01,P002,Electronics,189.8419291759928,15,205.51336003585854,74,14048.302759023467,120.97372552042245,74,Winter,Wednesday
2023-02-01,P003,Clothing,267.57017980181917,0,260.20632197078123,43,11505.517731478225,183.84432727230214,199,Winter,Wednesday
2023-02-01,P004,Clothing,185.0723137364905,0,173.15498802622108,82,15175.929726392222,137.72351433952466,226,Winter,Wednesday
2023-02-01,P005,Groceries,444.25280715629356,20,416.21715612945167,2,888.5056143125871,286.5161330159971,273,Winter,Wednesday
2023-02-02,P001,Electronics,399.98418815967113,10,423.9658019045194,0,0.0,260.9529041710464,207,Winter,Thursday
2023-02-02,P002,Electronics,114.61986713923795,10,104.66418352954973,112,12837.42511959465,82.10555114180157,224,Winter,Thursday
2023-02-02,P003,Clothing,313.7823565028988,0,307.5545963807638,27,8472.123625578268,214.6102031945326,368,Winter,Thursday
2023-02-02,P004,Clothing,233.74512452419287,10,227.82245859574402,67,15660.923343120923,149.739861815246,415,Winter,Thursday
2023-02-02,P005,Groceries,420.2999085944484,15,448.86255390865017,0,0.0,306.83955486938913,57,Winter,Thursday
2023-02-03,P001,Electronics,188.7888647731798,10,188.996830021927,91,17179.78669435936,130.1241120682201,298,Winter,Friday
2023-02-03,P002,Electronics,171.41786482173345,0,173.36248341230737,73,12513.504131986541,121.38475517880349,340,Winter,Friday
2023-02-03,P003,Clothing,388.9067727422637,10,424.89226342038046,1,388.9067727422637,288.4371644234579,231,Winter,Friday
2023-02-03,P004,Clothing,217.2590921044053,5,196.09814011347547,84,18249.763736770044,133.14208112973665,200,Winter,Friday
2023-02-03,P005,Groceries,149.1107558650834,10,151.58723384996486,51,7604.648549119253,98.89229351089261,51,Winter,Friday
2023-02-04,P001,Electronics,349.90450841730046,10,333.06874336491137,30,10497.135252519014,229.87111786481256,168,Winter,Saturday
2023-02-04,P002,Electronics,349.65956313965364,0,345.19276915590194,25,8741.48907849134,225.24015320994417,391,Winter,Saturday
2023-02-04,P003,Clothing,145.69517036815873,10,157.19204115145294,113,16463.554251601938,104.89735938866194,258,Winter,Saturday
2023-02-04,P004,Clothing,304.9830623527686,0,307.5226084099534,35,10674.407182346902,211.969856524115,408,Winter,Saturday
2023-02-04,P005,Groceries,358.0216671077318,15,331.69105032211564,33,11814.71501455515,263.1766597605936,147,Winter,Saturday
2023-02-05,P001,Electronics,107.3562706189867,5,107.99314405912838,90,9662.064355708802,77.53894293910868,90,Winter,Sunday
2023-02-05,P002,Electronics,321.67120100631735,0,321.508106886684,27,8685.122427170569,227.75298501401704,166,Winter,Sunday
2023-02-05,P003,Clothing,154.7542520275229,0,147.52717873130013,112,17332.476227082567,109.84885273434165,147,Winter,Sunday
2023-02-05,P004,Clothing,366.01466981850217,5,396.35084012981565,9,3294.1320283665195,242.60022520081523,239,Winter,Sunday
2023-02-05,P005,Groceries,118.78638671002201,15,129.68211975803283,134,15917.37581914295,74.55694534829132,230,Winter,Sunday
2023-02-06,P001,Electronics,198.13964387252838,20,211.4973861074903,88,17436.2886607825,131.87758790216384,213,Winter,Monday
2023-02-06,P002,Electronics,218.84868624927,10,238.51472670106187,78,17070.19752744306,144.3301408786678,201,Winter,Monday
2023-02-06,P003,Clothing,393.02883888410014,0,374.94253386340864,7,2751.201872188701,267.6433704165981,276,Winter,Monday
2023-02-06,P004,Clothing,438.5631397258229,10,447.0574805020198,0,0.0,285.125941364123,203,Winter,Monday
2023-02-06,P005,Groceries,237.75349281769329,0,233.6067652297985,57,13551.949090608518,167.7918724328631,153,Winter,Monday
2023-02-07,P001,Electronics,198.56081329564273,10,181.7929619593851,75,14892.060997173205,119.20616467317625,484,Winter,Tuesday
2023-02-07,P002,Electronics,336.0922667476348,10,323.6297340506866,27,9074.49120218614,242.36101958463723,354,Winter,Tuesday
2023-02-07,P003,Clothing,480.094941528321,0,449.8617239046377,0,0.0,327.08155046385576,265,Winter,Tuesday
2023-02-07,P004,Clothing,355.57975413370474,0,366.8717842328085,15,5333.696312005571,250.27178207079038,247,Winter,Tuesday
2023-02-07,P005,Groceries,461.34552505440996,15,435.62176976562046,0,0.0,345.15574739194443,414,Winter,Tuesday
2023-02-08,P001,Electronics,117.66617508404008,0,110.14907961075883,95,11178.286632983807,80.62389649087673,299,Winter,Wednesday
2023-02-08,P002,Electronics,148.20903151458577,0,139.097111438879,109,16154.784435089849,91.48829441676705,364,Winter,Wednesday
2023-02-08,P003,Clothing,289.6856866629855,15,309.64789248377565,35,10138.999033204493,187.67723795368474,152,Winter,Wednesday
2023-02-08,P004,Clothing,338.5079513928212,10,342.6158939205001,29,9816.730590391815,227.53126175467767,180,Winter,Wednesday
2023-02-08,P005,Groceries,235.94998550722644,15,239.3678512649559,53,12505.349231883001,170.0247448000037,53,Winter,Wednesday
2023-02-09,P001,Electronics,227.50100117282796,5,228.418654210663,57,12967.557066851194,151.06579685968995,157,Winter,Thursday
2023-02-09,P002,Electronics,109.7603126226152,5,120.52431579145065,106,11634.593137997212,65.86009817286077,318,Winter,Thursday
2023-02-09,P003,Clothing,475.6270794051585,10,434.7259763478971,0,0.0,286.05297700713714,78,Winter,Thursday
2023-02-09,P004,Clothing,260.77236544369686,20,259.7178711993444,74,19297.15504283357,179.18023386778992,285,Winter,Thursday
2023-02-09,P005,Groceries,407.3093655458073,0,393.97979703328724,0,0.0,276.3096633920092,114,Winter,Thursday
2023-02-10,P001,Electronics,144.18964525255785,5,138.31559328210236,87,12544.499136972534,91.56635996435486,202,Winter,Friday
2023-02-10,P002,Electronics,464.1356408230137,0,427.88363955316987,0,0.0,305.746810430604,189,Winter,Friday
2023-02-10,P003,Clothing,419.19572885735334,20,384.77229802804885,15,6287.9359328603,277.7746489637093,489,Winter,Friday
2023-02-10,P004,Clothing,340.3193785768792,20,373.61519948025307,22,7487.026328691343,242.1382327587066,309,Winter,Friday
2023-02-10,P005,Groceries,477.0927096540503,20,508.642136598147,0,0.0,294.86753770078366,156,Winter,Friday
2023-02-11,P001,Electronics,188.19448362807015,0,205.4056318321939,54,10162.502115915788,136.23979332041947,54,Winter,Saturday
2023-02-11,P002,Electronics,487.64105205632455,0,489.4219529397266,0,0.0,336.27293479067924,290,Winter,Saturday
2023-02-11,P003,Clothing,258.4968075610635,5,258.04114701138525,52,13441.833993175303,193.73052713237516,52,Winter,Saturday
2023-02-11,P004,Clothing,189.77622873466427,20,191.17960204193483,119,22583.371219425047,130.74462294586397,447,Winter,Saturday
2023-02-11,P005,Groceries,282.97283910948295,10,270.12357305146287,72,20374.044415882774,190.01669278324195,244,Winter,Saturday
2023-02-12,P001,Electronics,444.8510469061803,0,429.6417110897013,0,0.0,329.0734120185325,444,Winter,Sunday
2023-02-12,P002,Electronics,263.38128522827947,10,275.15022056610906,55,14485.970687555371,177.61942939975236,86,Winter,Sunday
2023-02-12,P003,Clothing,373.30350546383835,20,409.9973985555706,15,5599.552581957575,227.4267815094256,350,Winter,Sunday
2023-02-12,P004,Clothing,336.96311386380705,5,341.76948441314545,30,10108.893415914212,235.6439670161041,89,Winter,Sunday
2023-02-12,P005,Groceries,206.81130806776852,10,222.0392715608049,98,20267.508190641314,131.6959581070348,108,Winter,Sunday
2023-02-13,P001,Electronics,383.3451906860139,10,363.31080673020034,17,6516.868241662236,283.48896382731493,405,Winter,Monday
2023-02-13,P002,Electronics,401.0866558230565,20,431.63909164463394,4,1604.346623292226,293.1047142354806,80,Winter,Monday
2023-02-13,P003,Clothing,151.5479469893781,10,143.3226870622837,109,16518.72622184221,111.58554087057675,131,Winter,Monday
2023-02-13,P004,Clothing,432.85367118309676,20,411.9631427917504,5,2164.268355915484,272.2519431292657,62,Winter,Monday
2023-02-13,P005,Groceries,492.4744712109694,0,454.6370525120518,0,0.0,323.3116101068926,497,Winter,Monday
2023-02-14,P001,Electronics,411.93815806045745,10,433.44362873227146,0,0.0,280.60814845220284,273,Winter,Tuesday
2023-02-14,P002,Electronics,256.8604845780786,20,236.44057580140137,75,19264.536343355896,190.22683525563735,401,Winter,Tuesday
2023-02-14,P003,Clothing,478.9191553025352,0,504.8750689984843,0,0.0,338.2537990688184,423,Winter,Tuesday
2023-02-14,P004,Clothing,348.3662071069908,10,372.92007873777794,22,7664.056556353798,260.7598592274398,224,Winter,Tuesday
2023-02-14,P005,Groceries,399.8607326971699,10,407.4097721841109,3,1199.5821980915098,262.9251615459134,78,Winter,Tuesday
2023-02-15,P001,Electronics,229.4440876598165,10,218.0870068335092,69,15831.642048527337,137.7018838054817,479,Winter,Wednesday
2023-02-15,P002,Electronics,477.72145398313194,10,473.07676169919716,0,0.0,298.35786385477314,424,Winter,Wednesday
